품목,등급,단량,단위,평균가
딸기(설향),보통(3            ,1,kg,4487
딸기(설향),특(1등            ,1,kg,10368
딸기(설향),상(2등            ,1,kg,7838
딸기(설향),보통(3            ,1,kg,6152
딸기(설향),4등               ,1,kg,4746
딸기(설향),특(1등            ,2,kg,18615
딸기(설향),상(2등            ,2,kg,18791
딸기(설향),특(1등            ,0.5,kg,7826
딸기(설향),상(2등            ,0.5,kg,6500
딸기(설향),보통(3            ,0.5,kg,4500
딸기(설향),특(1등            ,0.5,kg,7228
딸기(설향),상(2등            ,0.5,kg,6104
딸기(설향),보통(3            ,0.5,kg,4954
딸기(설향),4등               ,0.5,kg,4316
딸기(설향),특(1등            ,1,kg,13467
딸기(설향),상(2등            ,1,kg,11375
딸기(설향),보통(3            ,1,kg,5977
딸기(설향),5등               ,1,kg,7500
딸기(설향),9등(등            ,1,kg,6000
딸기(설향),특(1등            ,1,kg,7500
딸기(설향),상(2등            ,1,kg,6000
딸기(설향),보통(3            ,1,kg,5500
딸기(설향),특(1등            ,1,kg,13330
딸기(설향),상(2등            ,1,kg,11364
딸기(설향),보통(3            ,1,kg,8652
딸기(설향),4등               ,1,kg,6735
딸기(설향),특(1등            ,2,kg,21301
딸기(설향),상(2등            ,2,kg,18738
딸기(설향),특(1등            ,0.5,kg,8177
딸기(설향),상(2등            ,0.5,kg,5445
딸기(설향),보통(3            ,0.5,kg,4147
딸기(설향),9등(등            ,0.5,kg,3000
딸기(설향),특(1등            ,0.5,kg,7957
딸기(설향),상(2등            ,0.5,kg,6452
딸기(설향),보통(3            ,0.5,kg,5164
딸기(설향),4등               ,0.5,kg,4423
딸기(설향),특(1등            ,1,kg,15174
딸기(설향),상(2등            ,1,kg,11794
딸기(설향),보통(3            ,1,kg,9346
딸기(설향),9등(등            ,1,kg,6987
딸기(설향),보통(3            ,1,kg,5000
딸기(설향),특(1등            ,1,kg,13412
딸기(설향),상(2등            ,1,kg,11594
딸기(설향),보통(3            ,1,kg,8451
딸기(설향),4등               ,1,kg,6632
딸기(설향),특(1등            ,2,kg,20486
딸기(설향),상(2등            ,2,kg,23180
딸기(설향),특(1등            ,0.5,kg,6277
딸기(설향),상(2등            ,0.5,kg,4833
딸기(설향),보통(3            ,0.5,kg,3750
딸기(설향),특(1등            ,0.5,kg,6032
딸기(설향),상(2등            ,0.5,kg,6249
딸기(설향),보통(3            ,0.5,kg,5107
딸기(설향),4등               ,0.5,kg,4393
딸기(설향),5등               ,0.5,kg,4000
딸기(설향),특(1등            ,0.5,kg,7053
딸기(설향),상(2등            ,0.5,kg,5199
딸기(설향),보통(3            ,0.5,kg,4638
딸기(설향),4등               ,0.5,kg,4013
딸기(설향),특(1등            ,1,kg,11633
딸기(설향),상(2등            ,1,kg,8429
딸기(설향),보통(3            ,1,kg,5773
딸기(설향),특(1등            ,1,kg,12055
딸기(설향),상(2등            ,1,kg,7284
딸기(설향),보통(3            ,1,kg,7270
딸기(설향),4등               ,1,kg,6046
딸기(설향),6등               ,1,kg,5000
딸기(설향),보통(3            ,1,kg,4500
딸기(설향),특(1등            ,1,kg,12127
딸기(설향),상(2등            ,1,kg,9228
딸기(설향),보통(3            ,1,kg,7419
딸기(설향),4등               ,1,kg,6310
딸기(설향),특(1등            ,2,kg,18122
딸기(설향),상(2등            ,2,kg,17643
딸기(설향),특(1등            ,5,kg,6991
딸기(설향),특(1등            ,0.5,kg,5144
딸기(설향),상(2등            ,0.5,kg,4000
딸기(설향),보통(3            ,0.5,kg,2500
딸기(설향),특(1등            ,0.5,kg,5014
딸기(설향),상(2등            ,0.5,kg,4859
딸기(설향),보통(3            ,0.5,kg,3810
딸기(설향),4등               ,0.5,kg,3856
딸기(설향),5등               ,0.5,kg,2833
딸기(설향),특(1등            ,0.5,kg,5318
딸기(설향),상(2등            ,0.5,kg,4878
딸기(설향),보통(3            ,0.5,kg,5069
딸기(설향),4등               ,0.5,kg,4500
딸기(설향),특(1등            ,1,kg,8521
딸기(설향),상(2등            ,1,kg,7975
딸기(설향),보통(3            ,1,kg,6000
딸기(설향),9등(등            ,1,kg,4000
딸기(설향),특(1등            ,1,kg,9117
딸기(설향),상(2등            ,1,kg,6964
딸기(설향),보통(3            ,1,kg,3843
딸기(설향),4등               ,1,kg,4276
딸기(설향),보통(3            ,1,kg,4056
딸기(설향),보통(3            ,1,kg,3200
딸기(설향),특(1등            ,1,kg,9298
딸기(설향),상(2등            ,1,kg,7796
딸기(설향),보통(3            ,1,kg,6201
딸기(설향),4등               ,1,kg,4356
딸기(설향),특(1등            ,2,kg,14252
딸기(설향),상(2등            ,2,kg,14810
딸기(설향),특(1등            ,0.5,kg,7002
딸기(설향),상(2등            ,0.5,kg,5773
딸기(설향),보통(3            ,0.5,kg,4257
딸기(설향),특(1등            ,0.5,kg,6141
딸기(설향),상(2등            ,0.5,kg,5902
딸기(설향),보통(3            ,0.5,kg,4948
딸기(설향),4등               ,0.5,kg,4029
딸기(설향),5등               ,0.5,kg,3500
딸기(설향),6등               ,0.5,kg,2000
딸기(설향),특(1등            ,0.5,kg,6127
딸기(설향),상(2등            ,0.5,kg,4995
딸기(설향),보통(3            ,0.5,kg,4309
딸기(설향),4등               ,0.5,kg,3469
딸기(설향),특(1등            ,1,kg,13703
딸기(설향),상(2등            ,1,kg,10386
딸기(설향),보통(3            ,1,kg,7836
딸기(설향),9등(등            ,1,kg,7316
딸기(설향),특(1등            ,1,kg,9957
딸기(설향),상(2등            ,1,kg,7566
딸기(설향),보통(3            ,1,kg,5486
딸기(설향),4등               ,1,kg,4450
딸기(설향),5등               ,1,kg,3000
딸기(설향),보통(3            ,1,kg,4469
딸기(설향),특(1등            ,1,kg,11005
딸기(설향),상(2등            ,1,kg,8788
딸기(설향),보통(3            ,1,kg,7119
딸기(설향),4등               ,1,kg,5612
딸기(설향),특(1등            ,2,kg,16299
딸기(설향),상(2등            ,2,kg,17546
딸기(설향),특(1등            ,2,kg,12714
딸기(설향),특(1등            ,0.5,kg,6923
딸기(설향),상(2등            ,0.5,kg,5500
딸기(설향),보통(3            ,0.5,kg,4500
딸기(설향),9등(등            ,0.5,kg,3500
딸기(설향),특(1등            ,0.5,kg,7002
딸기(설향),상(2등            ,0.5,kg,6253
딸기(설향),보통(3            ,0.5,kg,4587
딸기(설향),4등               ,0.5,kg,4300
딸기(설향),5등               ,0.5,kg,4000
딸기(설향),특(1등            ,0.5,kg,5890
딸기(설향),상(2등            ,0.5,kg,4949
딸기(설향),보통(3            ,0.5,kg,3597
딸기(설향),4등               ,0.5,kg,2817
딸기(설향),특(1등            ,1,kg,13612
딸기(설향),상(2등            ,1,kg,10455
딸기(설향),보통(3            ,1,kg,8423
딸기(설향),9등(등            ,1,kg,7260
딸기(설향),특(1등            ,1,kg,11374
딸기(설향),상(2등            ,1,kg,8805
딸기(설향),보통(3            ,1,kg,6411
딸기(설향),4등               ,1,kg,5000
딸기(설향),6등               ,1,kg,3500
딸기(설향),특(1등            ,1,kg,8500
딸기(설향),보통(3            ,1,kg,5878
딸기(설향),특(1등            ,1,kg,12929
딸기(설향),상(2등            ,1,kg,9572
딸기(설향),보통(3            ,1,kg,7783
딸기(설향),4등               ,1,kg,5400
딸기(설향),상(2등            ,2,kg,20176
딸기(설향),특(1등            ,0.5,kg,6118
딸기(설향),특(1등            ,0.5,kg,7761
딸기(설향),상(2등            ,0.5,kg,6720
딸기(설향),보통(3            ,0.5,kg,5532
딸기(설향),4등               ,0.5,kg,5384
딸기(설향),5등               ,0.5,kg,4000
딸기(설향),특(1등            ,0.5,kg,6738
딸기(설향),상(2등            ,0.5,kg,5149
딸기(설향),보통(3            ,0.5,kg,4567
딸기(설향),4등               ,0.5,kg,3550
딸기(설향),특(1등            ,1,kg,12781
딸기(설향),상(2등            ,1,kg,9278
딸기(설향),보통(3            ,1,kg,6400
딸기(설향),5등               ,1,kg,7500
딸기(설향),특(1등            ,1,kg,11230
딸기(설향),상(2등            ,1,kg,9761
딸기(설향),보통(3            ,1,kg,6771
딸기(설향),4등               ,1,kg,5860
딸기(설향),6등               ,1,kg,3000
딸기(설향),상(2등            ,1,kg,7000
딸기(설향),보통(3            ,1,kg,6000
딸기(설향),특(1등            ,1,kg,12649
딸기(설향),상(2등            ,1,kg,9951
딸기(설향),보통(3            ,1,kg,7896
딸기(설향),4등               ,1,kg,6176
딸기(설향),특(1등            ,2,kg,19626
딸기(설향),상(2등            ,2,kg,21429
딸기(설향),특(1등            ,0.5,kg,4961
딸기(설향),특(1등            ,0.5,kg,5426
딸기(설향),상(2등            ,0.5,kg,5047
딸기(설향),보통(3            ,0.5,kg,3688
딸기(설향),4등               ,0.5,kg,3000
딸기(설향),특(1등            ,0.5,kg,4310
딸기(설향),상(2등            ,0.5,kg,3561
딸기(설향),보통(3            ,0.5,kg,2878
딸기(설향),4등               ,0.5,kg,1786
딸기(설향),특(1등            ,1,kg,8728
딸기(설향),상(2등            ,1,kg,5771
딸기(설향),보통(3            ,1,kg,3442
딸기(설향),5등               ,1,kg,5000
딸기(설향),9등(등            ,1,kg,3856
딸기(설향),특(1등            ,1,kg,7910
딸기(설향),상(2등            ,1,kg,6261
딸기(설향),보통(3            ,1,kg,4692
딸기(설향),4등               ,1,kg,3622
딸기(설향),특(1등            ,1,kg,4000
딸기(설향),상(2등            ,1,kg,2819
딸기(설향),보통(3            ,1,kg,3577
딸기(설향),특(1등            ,1,kg,7753
딸기(설향),상(2등            ,1,kg,6360
딸기(설향),보통(3            ,1,kg,4424
딸기(설향),4등               ,1,kg,3168
딸기(설향),특(1등            ,2,kg,12280
딸기(설향),상(2등            ,2,kg,13521
딸기(설향),특(1등            ,0.5,kg,3791
딸기(설향),상(2등            ,0.5,kg,2278
딸기(설향),특(1등            ,0.5,kg,4981
딸기(설향),상(2등            ,0.5,kg,3923
딸기(설향),보통(3            ,0.5,kg,2854
딸기(설향),4등               ,0.5,kg,2000
딸기(설향),특(1등            ,0.5,kg,4086
딸기(설향),상(2등            ,0.5,kg,3296
딸기(설향),보통(3            ,0.5,kg,2688
딸기(설향),4등               ,0.5,kg,1697
딸기(설향),특(1등            ,1,kg,7845
딸기(설향),상(2등            ,1,kg,5512
딸기(설향),보통(3            ,1,kg,3780
딸기(설향),9등(등            ,1,kg,3074
딸기(설향),특(1등            ,1,kg,6287
딸기(설향),상(2등            ,1,kg,5360
딸기(설향),보통(3            ,1,kg,2828
딸기(설향),4등               ,1,kg,2500
딸기(설향),상(2등            ,1,kg,3000
딸기(설향),보통(3            ,1,kg,3121
딸기(설향),특(1등            ,1,kg,5387
딸기(설향),상(2등            ,1,kg,5555
딸기(설향),보통(3            ,1,kg,3834
딸기(설향),4등               ,1,kg,2858
딸기(설향),특(1등            ,2,kg,13056
딸기(설향),특(1등            ,2,kg,9457
딸기(설향),상(2등            ,2,kg,12039
딸기(설향),상(2등            ,0.5,kg,7500
딸기(설향),보통(3            ,0.5,kg,7000
딸기(설향),4등               ,0.5,kg,6000
딸기(설향),특(1등            ,0.5,kg,4925
딸기(설향),상(2등            ,0.5,kg,4457
딸기(설향),보통(3            ,0.5,kg,3396
딸기(설향),4등               ,0.5,kg,2000
딸기(설향),특(1등            ,0.5,kg,4604
딸기(설향),상(2등            ,0.5,kg,3395
딸기(설향),보통(3            ,0.5,kg,3000
딸기(설향),4등               ,0.5,kg,2173
딸기(설향),특(1등            ,1,kg,14102
딸기(설향),상(2등            ,1,kg,10594
딸기(설향),보통(3            ,1,kg,7658
딸기(설향),5등               ,1,kg,7500
딸기(설향),6등               ,1,kg,6000
딸기(설향),9등(등            ,1,kg,5181
딸기(설향),특(1등            ,1,kg,5630
딸기(설향),상(2등            ,1,kg,6900
딸기(설향),보통(3            ,1,kg,5112
딸기(설향),4등               ,1,kg,4302
딸기(설향),특(1등            ,1,kg,5823
딸기(설향),상(2등            ,1,kg,4534
딸기(설향),보통(3            ,1,kg,3753
딸기(설향),특(1등            ,1,kg,7262
딸기(설향),상(2등            ,1,kg,7250
딸기(설향),보통(3            ,1,kg,5286
딸기(설향),4등               ,1,kg,3844
딸기(설향),특(1등            ,2,kg,12391
딸기(설향),상(2등            ,2,kg,12290
딸기(설향),특(1등            ,0.5,kg,5533
딸기(설향),특(1등            ,0.5,kg,5229
딸기(설향),상(2등            ,0.5,kg,4948
딸기(설향),보통(3            ,0.5,kg,4004
딸기(설향),4등               ,0.5,kg,2500
딸기(설향),특(1등            ,0.5,kg,5379
딸기(설향),상(2등            ,0.5,kg,3688
딸기(설향),보통(3            ,0.5,kg,3181
딸기(설향),4등               ,0.5,kg,2000
딸기(설향),특(1등            ,1,kg,11041
딸기(설향),상(2등            ,1,kg,9200
딸기(설향),보통(3            ,1,kg,6737
딸기(설향),9등(등            ,1,kg,4439
딸기(설향),특(1등            ,1,kg,8051
딸기(설향),상(2등            ,1,kg,7367
딸기(설향),보통(3            ,1,kg,4821
딸기(설향),4등               ,1,kg,4870
딸기(설향),상(2등            ,1,kg,3599
딸기(설향),보통(3            ,1,kg,3036
딸기(설향),특(1등            ,1,kg,9230
딸기(설향),상(2등            ,1,kg,6765
딸기(설향),보통(3            ,1,kg,5490
딸기(설향),4등               ,1,kg,3822
딸기(설향),특(1등            ,2,kg,12845
딸기(설향),상(2등            ,2,kg,13620
딸기(설향),특(1등            ,0.5,kg,3689
딸기(설향),상(2등            ,0.5,kg,3939
딸기(설향),보통(3            ,0.5,kg,2597
딸기(설향),4등               ,0.5,kg,2000
딸기(설향),특(1등            ,0.5,kg,5020
딸기(설향),상(2등            ,0.5,kg,3576
딸기(설향),보통(3            ,0.5,kg,3346
딸기(설향),4등               ,0.5,kg,1859
딸기(설향),특(1등            ,1,kg,5089
딸기(설향),상(2등            ,1,kg,7000
딸기(설향),5등               ,1,kg,4000
딸기(설향),9등(등            ,1,kg,3211
딸기(설향),특(1등            ,1,kg,7850
딸기(설향),상(2등            ,1,kg,6813
딸기(설향),보통(3            ,1,kg,4191
딸기(설향),4등               ,1,kg,3551
딸기(설향),특(1등            ,1,kg,4300
딸기(설향),상(2등            ,1,kg,3400
딸기(설향),보통(3            ,1,kg,2455
딸기(설향),5등               ,1,kg,2500
딸기(설향),특(1등            ,1,kg,8683
딸기(설향),상(2등            ,1,kg,6441
딸기(설향),보통(3            ,1,kg,4839
딸기(설향),4등               ,1,kg,3616
딸기(설향),특(1등            ,2,kg,10749
딸기(설향),상(2등            ,2,kg,12019
